them,us,themValue,usValue,theirSelection,ourSelection,WinLose
C,Z,3,9,Scissors,Rock,Win
B,X,2,7,Paper,Scissors,Win
B,X,2,7,Paper,Scissors,Win
B,X,2,7,Paper,Scissors,Win
B,Z,2,9,Paper,Scissors,Win
B,Y,5,5,Paper,Paper,Tie
B,Z,2,9,Paper,Scissors,Win
C,Y,6,5,Scissors,Scissors,Tie
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
C,Z,3,9,Scissors,Rock,Win
A,Z,1,9,Rock,Paper,Win
A,X,1,7,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
C,X,3,7,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
A,X,1,7,Rock,Paper,Win
C,X,3,7,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
C,Z,3,9,Scissors,Rock,Win
C,Y,6,5,Scissors,Scissors,Tie
A,Z,1,9,Rock,Paper,Win
A,Y,4,5,Rock,Rock,Tie
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
B,Y,5,5,Paper,Paper,Tie
C,X,3,7,Scissors,Rock,Win
C,X,3,7,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
A,Z,1,9,Rock,Paper,Win
A,Y,4,5,Rock,Rock,Tie
C,X,3,7,Scissors,Rock,Win
A,Z,1,9,Rock,Paper,Win
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
C,X,3,7,Scissors,Rock,Win
C,Y,6,5,Scissors,Scissors,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
C,X,3,7,Scissors,Rock,Win
B,X,2,7,Paper,Scissors,Win
C,Y,6,5,Scissors,Scissors,Tie
B,X,2,7,Paper,Scissors,Win
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
C,X,3,7,Scissors,Rock,Win
B,X,2,7,Paper,Scissors,Win
C,Y,6,5,Scissors,Scissors,Tie
C,Y,6,5,Scissors,Scissors,Tie
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
C,Y,6,5,Scissors,Scissors,Tie
A,Z,1,9,Rock,Paper,Win
A,Z,1,9,Rock,Paper,Win
C,Z,3,9,Scissors,Rock,Win
C,X,3,7,Scissors,Rock,Win
C,Y,6,5,Scissors,Scissors,Tie
A,Z,1,9,Rock,Paper,Win
C,Z,3,9,Scissors,Rock,Win
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
A,X,1,7,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
C,X,3,7,Scissors,Rock,Win
B,Z,2,9,Paper,Scissors,Win
B,Y,5,5,Paper,Paper,Tie
C,X,3,7,Scissors,Rock,Win
A,Y,4,5,Rock,Rock,Tie
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
C,Z,3,9,Scissors,Rock,Win
A,Z,1,9,Rock,Paper,Win
A,Z,1,9,Rock,Paper,Win
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
B,X,2,7,Paper,Scissors,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
C,Z,3,9,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
C,X,3,7,Scissors,Rock,Win
C,Z,3,9,Scissors,Rock,Win
A,Z,1,9,Rock,Paper,Win
C,Z,3,9,Scissors,Rock,Win
C,Y,6,5,Scissors,Scissors,Tie
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
B,X,2,7,Paper,Scissors,Win
C,Y,6,5,Scissors,Scissors,Tie
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
C,X,3,7,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
C,Y,6,5,Scissors,Scissors,Tie
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
C,Z,3,9,Scissors,Rock,Win
A,X,1,7,Rock,Paper,Win
B,X,2,7,Paper,Scissors,Win
C,X,3,7,Scissors,Rock,Win
B,X,2,7,Paper,Scissors,Win
A,X,1,7,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
A,X,1,7,Rock,Paper,Win
C,Z,3,9,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
C,Z,3,9,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
C,Z,3,9,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
A,Y,4,5,Rock,Rock,Tie
C,Z,3,9,Scissors,Rock,Win
B,Z,2,9,Paper,Scissors,Win
A,Z,1,9,Rock,Paper,Win
C,X,3,7,Scissors,Rock,Win
A,Z,1,9,Rock,Paper,Win
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
C,Z,3,9,Scissors,Rock,Win
C,X,3,7,Scissors,Rock,Win
A,Y,4,5,Rock,Rock,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
A,X,1,7,Rock,Paper,Win
A,Y,4,5,Rock,Rock,Tie
B,X,2,7,Paper,Scissors,Win
C,Z,3,9,Scissors,Rock,Win
C,Z,3,9,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
B,Y,5,5,Paper,Paper,Tie
C,X,3,7,Scissors,Rock,Win
B,Z,2,9,Paper,Scissors,Win
A,Z,1,9,Rock,Paper,Win
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
A,Y,4,5,Rock,Rock,Tie
A,Y,4,5,Rock,Rock,Tie
A,X,1,7,Rock,Paper,Win
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
A,X,1,7,Rock,Paper,Win
B,Z,2,9,Paper,Scissors,Win
C,Z,3,9,Scissors,Rock,Win
B,X,2,7,Paper,Scissors,Win
C,Z,3,9,Scissors,Rock,Win
B,X,2,7,Paper,Scissors,Win
B,Y,5,5,Paper,Paper,Tie
A,Y,4,5,Rock,Rock,Tie
B,X,2,7,Paper,Scissors,Win
A,Z,1,9,Rock,Paper,Win
A,Z,1,9,Rock,Paper,Win
C,Z,3,9,Scissors,Rock,Win
A,X,1,7,Rock,Paper,Win
C,Z,3,9,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
A,Y,4,5,Rock,Rock,Tie
C,Z,3,9,Scissors,Rock,Win
C,X,3,7,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
A,X,1,7,Rock,Paper,Win
C,Y,6,5,Scissors,Scissors,Tie
C,X,3,7,Scissors,Rock,Win
C,Y,6,5,Scissors,Scissors,Tie
C,X,3,7,Scissors,Rock,Win
A,X,1,7,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
B,X,2,7,Paper,Scissors,Win
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
C,Y,6,5,Scissors,Scissors,Tie
C,X,3,7,Scissors,Rock,Win
A,Y,4,5,Rock,Rock,Tie
A,Z,1,9,Rock,Paper,Win
C,Y,6,5,Scissors,Scissors,Tie
C,Y,6,5,Scissors,Scissors,Tie
B,Y,5,5,Paper,Paper,Tie
B,X,2,7,Paper,Scissors,Win
B,Y,5,5,Paper,Paper,Tie
B,X,2,7,Paper,Scissors,Win
A,Z,1,9,Rock,Paper,Win
A,Z,1,9,Rock,Paper,Win
C,Z,3,9,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
B,X,2,7,Paper,Scissors,Win
C,Z,3,9,Scissors,Rock,Win
A,Y,4,5,Rock,Rock,Tie
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
B,X,2,7,Paper,Scissors,Win
A,X,1,7,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
C,Z,3,9,Scissors,Rock,Win
A,Z,1,9,Rock,Paper,Win
A,Z,1,9,Rock,Paper,Win
C,Y,6,5,Scissors,Scissors,Tie
C,Y,6,5,Scissors,Scissors,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
A,X,1,7,Rock,Paper,Win
A,Z,1,9,Rock,Paper,Win
C,Z,3,9,Scissors,Rock,Win
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
C,X,3,7,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
A,X,1,7,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
B,X,2,7,Paper,Scissors,Win
B,Y,5,5,Paper,Paper,Tie
B,X,2,7,Paper,Scissors,Win
C,X,3,7,Scissors,Rock,Win
A,Z,1,9,Rock,Paper,Win
C,Z,3,9,Scissors,Rock,Win
C,Z,3,9,Scissors,Rock,Win
B,X,2,7,Paper,Scissors,Win
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
B,X,2,7,Paper,Scissors,Win
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
C,Y,6,5,Scissors,Scissors,Tie
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
A,X,1,7,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
A,Z,1,9,Rock,Paper,Win
C,Z,3,9,Scissors,Rock,Win
A,Z,1,9,Rock,Paper,Win
C,Z,3,9,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
C,Y,6,5,Scissors,Scissors,Tie
B,Y,5,5,Paper,Paper,Tie
A,X,1,7,Rock,Paper,Win
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
C,Z,3,9,Scissors,Rock,Win
C,Z,3,9,Scissors,Rock,Win
C,Z,3,9,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
A,X,1,7,Rock,Paper,Win
C,X,3,7,Scissors,Rock,Win
A,X,1,7,Rock,Paper,Win
C,Y,6,5,Scissors,Scissors,Tie
A,Y,4,5,Rock,Rock,Tie
B,X,2,7,Paper,Scissors,Win
B,Y,5,5,Paper,Paper,Tie
C,Z,3,9,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
B,X,2,7,Paper,Scissors,Win
C,Z,3,9,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
C,X,3,7,Scissors,Rock,Win
A,Z,1,9,Rock,Paper,Win
C,X,3,7,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
A,X,1,7,Rock,Paper,Win
C,X,3,7,Scissors,Rock,Win
C,Y,6,5,Scissors,Scissors,Tie
A,Z,1,9,Rock,Paper,Win
A,X,1,7,Rock,Paper,Win
C,Z,3,9,Scissors,Rock,Win
C,Z,3,9,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
A,Y,4,5,Rock,Rock,Tie
A,Z,1,9,Rock,Paper,Win
A,Y,4,5,Rock,Rock,Tie
C,X,3,7,Scissors,Rock,Win
C,X,3,7,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
C,X,3,7,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
A,X,1,7,Rock,Paper,Win
A,Z,1,9,Rock,Paper,Win
C,Y,6,5,Scissors,Scissors,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
A,Y,4,5,Rock,Rock,Tie
C,X,3,7,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
B,Y,5,5,Paper,Paper,Tie
B,X,2,7,Paper,Scissors,Win
A,Z,1,9,Rock,Paper,Win
C,Y,6,5,Scissors,Scissors,Tie
C,Y,6,5,Scissors,Scissors,Tie
A,X,1,7,Rock,Paper,Win
C,X,3,7,Scissors,Rock,Win
A,Z,1,9,Rock,Paper,Win
C,X,3,7,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
A,X,1,7,Rock,Paper,Win
C,Z,3,9,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
C,X,3,7,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
A,Y,4,5,Rock,Rock,Tie
B,Y,5,5,Paper,Paper,Tie
B,X,2,7,Paper,Scissors,Win
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
C,Z,3,9,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
A,X,1,7,Rock,Paper,Win
B,X,2,7,Paper,Scissors,Win
C,X,3,7,Scissors,Rock,Win
C,Z,3,9,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
C,X,3,7,Scissors,Rock,Win
C,Z,3,9,Scissors,Rock,Win
A,Z,1,9,Rock,Paper,Win
C,Y,6,5,Scissors,Scissors,Tie
C,Z,3,9,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
C,Z,3,9,Scissors,Rock,Win
C,Z,3,9,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
B,X,2,7,Paper,Scissors,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
C,X,3,7,Scissors,Rock,Win
A,Z,1,9,Rock,Paper,Win
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
A,Y,4,5,Rock,Rock,Tie
A,X,1,7,Rock,Paper,Win
C,Z,3,9,Scissors,Rock,Win
C,Y,6,5,Scissors,Scissors,Tie
C,Z,3,9,Scissors,Rock,Win
C,Z,3,9,Scissors,Rock,Win
C,Z,3,9,Scissors,Rock,Win
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
C,Z,3,9,Scissors,Rock,Win
A,Z,1,9,Rock,Paper,Win
C,Y,6,5,Scissors,Scissors,Tie
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
B,X,2,7,Paper,Scissors,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
A,X,1,7,Rock,Paper,Win
C,Z,3,9,Scissors,Rock,Win
B,X,2,7,Paper,Scissors,Win
B,Y,5,5,Paper,Paper,Tie
C,X,3,7,Scissors,Rock,Win
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
B,X,2,7,Paper,Scissors,Win
C,Y,6,5,Scissors,Scissors,Tie
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
A,X,1,7,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
C,X,3,7,Scissors,Rock,Win
B,X,2,7,Paper,Scissors,Win
B,Y,5,5,Paper,Paper,Tie
C,Z,3,9,Scissors,Rock,Win
B,X,2,7,Paper,Scissors,Win
C,X,3,7,Scissors,Rock,Win
C,Y,6,5,Scissors,Scissors,Tie
C,X,3,7,Scissors,Rock,Win
C,Y,6,5,Scissors,Scissors,Tie
C,X,3,7,Scissors,Rock,Win
A,Z,1,9,Rock,Paper,Win
C,X,3,7,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
B,X,2,7,Paper,Scissors,Win
A,Z,1,9,Rock,Paper,Win
B,X,2,7,Paper,Scissors,Win
B,X,2,7,Paper,Scissors,Win
A,Z,1,9,Rock,Paper,Win
C,Z,3,9,Scissors,Rock,Win
A,Z,1,9,Rock,Paper,Win
B,X,2,7,Paper,Scissors,Win
B,Z,2,9,Paper,Scissors,Win
C,X,3,7,Scissors,Rock,Win
C,Y,6,5,Scissors,Scissors,Tie
A,X,1,7,Rock,Paper,Win
A,Z,1,9,Rock,Paper,Win
B,X,2,7,Paper,Scissors,Win
C,Y,6,5,Scissors,Scissors,Tie
A,Z,1,9,Rock,Paper,Win
C,Z,3,9,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
B,Z,2,9,Paper,Scissors,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
C,Z,3,9,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
A,X,1,7,Rock,Paper,Win
B,X,2,7,Paper,Scissors,Win
B,X,2,7,Paper,Scissors,Win
C,X,3,7,Scissors,Rock,Win
A,Z,1,9,Rock,Paper,Win
C,Y,6,5,Scissors,Scissors,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
C,X,3,7,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
B,X,2,7,Paper,Scissors,Win
C,Z,3,9,Scissors,Rock,Win
B,X,2,7,Paper,Scissors,Win
C,X,3,7,Scissors,Rock,Win
B,X,2,7,Paper,Scissors,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
A,X,1,7,Rock,Paper,Win
A,Y,4,5,Rock,Rock,Tie
C,X,3,7,Scissors,Rock,Win
B,X,2,7,Paper,Scissors,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
C,Z,3,9,Scissors,Rock,Win
A,Y,4,5,Rock,Rock,Tie
C,Z,3,9,Scissors,Rock,Win
C,Y,6,5,Scissors,Scissors,Tie
A,Z,1,9,Rock,Paper,Win
C,Z,3,9,Scissors,Rock,Win
C,Z,3,9,Scissors,Rock,Win
B,X,2,7,Paper,Scissors,Win
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
C,X,3,7,Scissors,Rock,Win
C,Y,6,5,Scissors,Scissors,Tie
C,Y,6,5,Scissors,Scissors,Tie
B,X,2,7,Paper,Scissors,Win
B,Y,5,5,Paper,Paper,Tie
B,Z,2,9,Paper,Scissors,Win
A,Y,4,5,Rock,Rock,Tie
A,Z,1,9,Rock,Paper,Win
C,X,3,7,Scissors,Rock,Win
A,X,1,7,Rock,Paper,Win
B,X,2,7,Paper,Scissors,Win
C,X,3,7,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
B,X,2,7,Paper,Scissors,Win
C,X,3,7,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
A,Z,1,9,Rock,Paper,Win
A,Y,4,5,Rock,Rock,Tie
B,X,2,7,Paper,Scissors,Win
C,Y,6,5,Scissors,Scissors,Tie
C,Z,3,9,Scissors,Rock,Win
A,Z,1,9,Rock,Paper,Win
A,Z,1,9,Rock,Paper,Win
B,X,2,7,Paper,Scissors,Win
A,Z,1,9,Rock,Paper,Win
C,Y,6,5,Scissors,Scissors,Tie
B,Y,5,5,Paper,Paper,Tie
A,X,1,7,Rock,Paper,Win
B,X,2,7,Paper,Scissors,Win
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
C,Z,3,9,Scissors,Rock,Win
C,Z,3,9,Scissors,Rock,Win
A,Y,4,5,Rock,Rock,Tie
B,Y,5,5,Paper,Paper,Tie
C,Z,3,9,Scissors,Rock,Win
C,Z,3,9,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
B,X,2,7,Paper,Scissors,Win
A,Z,1,9,Rock,Paper,Win
C,Y,6,5,Scissors,Scissors,Tie
C,X,3,7,Scissors,Rock,Win
A,Z,1,9,Rock,Paper,Win
A,Z,1,9,Rock,Paper,Win
C,Y,6,5,Scissors,Scissors,Tie
C,X,3,7,Scissors,Rock,Win
C,Y,6,5,Scissors,Scissors,Tie
A,Y,4,5,Rock,Rock,Tie
B,Y,5,5,Paper,Paper,Tie
C,X,3,7,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
B,X,2,7,Paper,Scissors,Win
C,Z,3,9,Scissors,Rock,Win
C,X,3,7,Scissors,Rock,Win
C,Y,6,5,Scissors,Scissors,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
C,Z,3,9,Scissors,Rock,Win
C,Y,6,5,Scissors,Scissors,Tie
B,X,2,7,Paper,Scissors,Win
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
A,Z,1,9,Rock,Paper,Win
B,X,2,7,Paper,Scissors,Win
B,Y,5,5,Paper,Paper,Tie
A,X,1,7,Rock,Paper,Win
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
C,Z,3,9,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
A,X,1,7,Rock,Paper,Win
C,Y,6,5,Scissors,Scissors,Tie
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
C,Z,3,9,Scissors,Rock,Win
C,Z,3,9,Scissors,Rock,Win
C,Y,6,5,Scissors,Scissors,Tie
A,Y,4,5,Rock,Rock,Tie
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
A,X,1,7,Rock,Paper,Win
C,Y,6,5,Scissors,Scissors,Tie
C,Z,3,9,Scissors,Rock,Win
C,Y,6,5,Scissors,Scissors,Tie
C,Z,3,9,Scissors,Rock,Win
C,Z,3,9,Scissors,Rock,Win
C,Y,6,5,Scissors,Scissors,Tie
B,X,2,7,Paper,Scissors,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
C,Z,3,9,Scissors,Rock,Win
C,X,3,7,Scissors,Rock,Win
A,Y,4,5,Rock,Rock,Tie
C,Y,6,5,Scissors,Scissors,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
A,Y,4,5,Rock,Rock,Tie
A,Y,4,5,Rock,Rock,Tie
C,X,3,7,Scissors,Rock,Win
C,Y,6,5,Scissors,Scissors,Tie
A,Z,1,9,Rock,Paper,Win
A,Z,1,9,Rock,Paper,Win
A,X,1,7,Rock,Paper,Win
B,Z,2,9,Paper,Scissors,Win
B,X,2,7,Paper,Scissors,Win
A,X,1,7,Rock,Paper,Win
A,Y,4,5,Rock,Rock,Tie
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
B,X,2,7,Paper,Scissors,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
C,Z,3,9,Scissors,Rock,Win
C,X,3,7,Scissors,Rock,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
B,Y,5,5,Paper,Paper,Tie
B,X,2,7,Paper,Scissors,Win
C,X,3,7,Scissors,Rock,Win
C,Y,6,5,Scissors,Scissors,Tie
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
A,Y,4,5,Rock,Rock,Tie
A,Z,1,9,Rock,Paper,Win
C,Z,3,9,Scissors,Rock,Win
C,Y,6,5,Scissors,Scissors,Tie
A,Z,1,9,Rock,Paper,Win
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
B,Y,5,5,Paper,Paper,Tie
C,Y,6,5,Scissors,Scissors,Tie
A,X,1,7,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
A,Z,1,9,Rock,Paper,Win
B,Y,5,5,Paper,Paper,Tie
B,X,2,7,Paper,Scissors,Win
C,X,3,7,Scissors,Rock,Win
